paperId,uses dataset or derivative,dataset(s) / model(s) used,unable to disambiguate,cites D9,cites D10,title,abstract,year,venue,arxivId,doi,pdfUrl
659815bc880a2fa6d617cf1545ab5f0bcbcb5eda,1,[D9],,1,0,Defending Black Box Facial Recognition Classifiers Against Adversarial Attacks,"Defending adversarial attacks is a critical step towards reliable deployment of deep learning empowered solutions for biometrics verification. Current approaches for defending Black box models use the classification accuracy of the Black box as a performance metric for validating their defense. However, classification accuracy by itself is not a reliable metric to determine if the resulting image is ""adversarial-free"". This is a serious problem for online biometrics verification applications where the ground-truth of the incoming image is not known and hence we cannot compute the accuracy of the classifier or know if the image is ""adversarial-free"" or not. This paper proposes a novel framework for defending Black box systems from adversarial attacks using an ensemble of iterative adversarial image purifiers whose performance is continuously validated in a loop using Bayesian uncertainties. The proposed approach is (i) model agnostic, (ii) can convert single step black box defenses into an iterative defense and (iii) has the ability to reject adversarial examples. This paper uses facial recognition as a test case for validating the defense and experimental results on the MS-Celeb dataset show that the proposed approach can consistently detect adversarial examples and purify/reject them against a variety of adversarial attacks with different ranges of perturbations.",2020,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,10.1109/CVPRW50498.2020.00414,https://www.vislab.ucr.edu/PUBLICATIONS/pubs/Journal%20and%20Conference%20Papers/after10-1-1997/Conference/2020/defending%20black%20box%20facial.pdf
661ee1178a17631313774023a5b0c9ea7d918474,0,,,0,1,Reverse-auction-based crowdsourced labeling for active learning,"In the past few years, Machine Learning (ML) has aroused great interest in both academic and industrial societies. ML is booming because of its huge application potential in many areas, such as facial recognition, natural language processing, self-driving car, and so on. Nevertheless, one of the key problems is the scarcity of labeled data. Fortunately, mobile crowdsourcing makes it possible to recruit mobile workers to label large-scale data by offering them small payments. In this paper, we use crowdsourcing to tackle the scarcity of training data in active learning, and then propose an approximately truthful, individually rational, privacy-preserving incentive mechanism with a guaranteed approximate performance , based on the single-minded reverse auction for data labeling in active learning. Different from prior works, we take crowd workers’ reliability into consideration when selecting data to be labeled which can improve the labeling quality and the model performance. In addition, we employ differential privacy to preserve workers’ bid privacy because a worker’s bid usually contains sensitive information. The simulation results demonstrate that the learning model is much accurate compared with the traditional active learning without the consideration of reliability in the case of the same number of iterations.",2019,World Wide Web,,10.1007/s11280-019-00744-3,
67a9659de0bf671fafccd7f39b7587f85fb6dfbd,1,[D9],,1,0,Ring Loss: Convex Feature Normalization for Face Recognition,"We motivate and present Ring loss, a simple and elegant feature normalization approach for deep networks designed to augment standard loss functions such as Softmax. We argue that deep feature normalization is an important aspect of supervised classification problems where we require the model to represent each class in a multi-class problem equally well. The direct approach to feature normalization through the hard normalization operation results in a non-convex formulation. Instead, Ring loss applies soft normalization, where it gradually learns to constrain the norm to the scaled unit circle while preserving convexity leading to more robust features. We apply Ring loss to large-scale face recognition problems and present results on LFW, the challenging protocols of IJB-A Janus, Janus CS3 (a superset of IJB-A Janus), Celebrity Frontal-Profile (CFP) and MegaFace with 1 million distractors. Ring loss outperforms strong baselines, matches state-of-the-art performance on IJB-A Janus and outperforms all other results on the challenging Janus CS3 thereby achieving state-of-the-art. We also outperform strong baselines in handling extremely low resolution face matching.",2018,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,1803.0013,10.1109/CVPR.2018.00534,https://arxiv.org/pdf/1803.00130.pdf
69af7e9c522e327c835917bc9f03756cb8f1989a,1,"[M2], [M3]",,0,1,ChildFace: Gender Aware Child Face Aging,"Child face aging and rejuvenation has amassed considerable active research interest due to its immense impact on monitoring applications especially for finding lost/abducted children with childhood photos and hence protect children. Prior studies are primarily motivated to enhance the generation quality and aging of face images, rather than quantifying face recognition performance. To address this challenge we propose ChildFace model. Our model does child face aging and rejuvenation while using gender as condition. Our model uses Conditional Generative Adversarial Nets (cGANs), VGG19 based perceptual loss and LightCNN29 age classifier and produces impressive results. Intense quantitative study based on verification, identification and age estimation proves that our model is competent to existing state-of-art models and can make a significant contribution in identifying missing children.",2020,2020 International Conference of the Biometrics Special Interest Group (BIOSIG),,,
6a6535dda813b9b72dfe82ca652c8eacdf6eb196,0,,,0,1,A Technical Report for VIPriors Image Classification Challenge,"Image classification has always been a hot and challenging task. This paper is a brief report to our submission to the VIPriors Image Classification Challenge. In this challenge, the difficulty is how to train the model from scratch without any pretrained weight. In our method, several strong backbones and multiple loss functions are used to learn more representative features. To improve the models' generalization and robustness, efficient image augmentation strategies are utilized, like autoaugment and cutmix. Finally, ensemble learning is used to increase the performance of the models. The final Top-1 accuracy of our team DeepBlueAI is 0.7015, ranking second in the leaderboard.",2020,ArXiv,2007.08722,,https://arxiv.org/pdf/2007.08722.pdf
6b2e5f18e890d3ef905c09f5b649478b73df5a65,0,,,0,1,A Deep Learning Approach for Dog Face Verification and Recognition,"Recently, deep learning methods for biometrics identification have mainly focused on human face identification and have proven their efficiency. However, little research have been performed on animal biometrics identification. In this paper, a deep learning approach for dog face verification and recognition is proposed and evaluated. Due to the lack of available datasets and the complexity of dog face shapes this problem is harder than human identification. The first publicly available dataset is thus composed, and a deep convolutional neural network coupled with the triplet loss is trained on this dataset. The model is then evaluated on a verification problem, on a recognition problem and on clustering dog faces. For an open-set of 48 different dogs, it reaches an accuracy of 92% on a verification task and a rank-5 accuracy of 88% on a one-shot recognition task. The model can additionally cluster pictures of these unknown dogs. This work could push zoologists to further investigate these new kinds of techniques for animal identification or could help pet owners to find their lost animal. The code and the dataset of this project are publicly available (https://github.com/GuillaumeMougeot/DogFaceNet).",2019,PRICAI,,10.1007/978-3-030-29894-4_34,
6b8472d2c77c4879c87640eedbc301f6ee4fee2e,0,,,1,0,Survey on the Analysis and Modeling of Visual Kinship: A Decade in the Making.,"Kinship recognition is a challenging problem with many practical applications. With much progress and milestones having been reached after ten years - we are now able to survey the research and create new milestones. We review the public resources and data challenges that enabled and inspired many to hone-in on the views of automatic kinship recognition in the visual domain. The different tasks are described in technical terms and syntax consistent across the problem domain and the practical value of each discussed and measured. State-of-the-art methods for visual kinship recognition problems, whether to discriminate between or generate from, are examined. As part of such, we review systems proposed as part of a recent data challenge held in conjunction with the 2020 IEEE Conference on Automatic Face and Gesture Recognition. We establish a stronghold for the state of progress for the different problems in a consistent manner. This survey will serve as the central resource for the work of the next decade to build upon. For the tenth anniversary, the demo code is provided for the various kin-based tasks. Detecting relatives with visual recognition and classifying the relationship is an area with high potential for impact in research and practice.",2020,,2006.16033,,https://arxiv.org/pdf/2006.16033.pdf
6ca6ade6c9acb833790b1b4e7ee8842a04c607f7,0,,,1,0,Deep Transfer Network for Unconstrained Face Verification,"Face verification has achieved remarkable success on constrained settings where faces have frontal bias because of the limitation of face detection algorithms. However, unconstrained face verification is still a challenging problem and IJB-A dataset is an important benchmark in this setting. In this paper, we propose the Deep Transfer Network (DTN) which integrates transfer learning and attention-based feature aggregation mechanism together. First, we train a resnet with all its convolutions replaced by shufflenet-like convolutions supervised by A-softmax loss function. Then, we apply metric learning, feature aggregation and template adaptation successively to improve the performance. Our DTN is more efficient than previous methods thanks to its compact representation (256-d). And our DTN can produce results comparable to the state-of-the-art in the challenging face dataset, IJB-A.",2018,ICDLT '18,,10.1145/3234804.3234805,
6d91da37627c05150cb40cac323ca12a91965759,0,,,1,0,Gender Politics in the 2016 U.S. Presidential Election: A Computer Vision Approach,"Gender plays an important role in the 2016 U.S. presidential election, especially with Hillary Clinton becoming the first female presidential nominee and Donald Trump being frequently accused of sexism. In this paper, we introduce computer vision to the study of gender politics and present an image-driven method that can measure the effects of gender in an accurate and timely manner. We first collect all the profile images of the candidates’ Twitter followers. Then we train a convolutional neural network using images that contain gender labels. Lastly, we classify all the follower and unfollower images. Through a case study of the ‘woman card’ controversy, we demonstrate how gender is informing the 2016 presidential election. Our framework of analysis can be readily generalized to other case studies and elections.",2017,SBP-BRiMS,1611.02806,10.1007/978-3-319-60240-0_4,https://arxiv.org/pdf/1611.02806.pdf
6ef4245b61572b3fcee18a8e6cbe4f78f6103a41,0,,,0,1,A Novel Soft Margin Loss Function for Deep Discriminative Embedding Learning,"Deep embedding learning aims to learn discriminative feature representations through a deep convolutional neural network model. Commonly, such a model contains a network architecture and a loss function. The architecture is responsible for hierarchical feature extraction, while the loss function supervises the training procedure with the purpose of maximizing inter-class separability and intra-class compactness. By considering that loss function is crucial for the feature performance, in this article we propose a new loss function called soft margin loss (SML) based on a classification framework for deep embedding learning. Specifically, we first normalize the learned features and the classification weights to map them into the hypersphere. After that, we construct our loss with the difference between the maximum intra-class distance and minimum inter-class distance. By constraining the distance difference with a soft margin that is inherent in the proposed loss, both the inter-class discrepancy and intra-class compactness of learned features can be effectively improved. Finally, under the joint training with an improved softmax loss, the model can learn features with strong discriminability. Toy experiments on MNIST dataset are conducted to show the effectiveness of the proposed method. Additionally, experiments on re-identification tasks are also provided to demonstrate the superior performance of embedding learning. Specifically, 65.48% / 62.68% mAP on CUHK03 labeled / detected dataset (person re-id) and 74.36% mAP on VeRi-776 dataset (vehicle re-id) are achieved respectively.",2020,IEEE Access,,10.1109/ACCESS.2020.3036185,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09249024.pdf
6efa92deb42ff10c7d96d239b3e7c41637a3f06b,0,,,0,1,Rodlike nanoparticle parameter measurement method based on improved Mask R-CNN segmentation,,2020,,,10.1007/s11760-020-01779-0,
7060003d09260c0522fbab47b8757ff3ca1c1873,0,,,0,1,FeatherNets: Convolutional Neural Networks as Light as Feather for Face Anti-Spoofing,"Face Anti-spoofing gains increased attentions recently in both academic and industrial fields. With the emergence of various CNN based solutions, the multi-modal(RGB, depth and IR) methods based CNN showed better performance than single modal classifiers. However, there is a need for improving the performance and reducing the complexity. Therefore, an extreme light network architecture(FeatherNet A/B) is proposed with a streaming module which fixes the weakness of Global Average Pooling and uses less parameters. Our single FeatherNet trained by depth image only, provides a higher baseline with 0.00168 ACER, 0.35M parameters and 83M FLOPS. Furthermore, a novel fusion procedure with ""ensemble + cascade"" structure is presented to satisfy the performance preferred use cases. Meanwhile, the MMFD dataset is collected to provide more attacks and diversity to gain better generalization. We use the fusion method in the Face Anti-spoofing Attack Detection Challenge@CVPR2019 and got the result of 0.0013(ACER), 0.999(TPR@FPR=10e-2), 0.998(TPR@FPR=10e-3) and 0.9814(TPR@FPR=10e-4).",2019,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),1904.0929,10.1109/CVPRW.2019.00199,https://arxiv.org/pdf/1904.09290.pdf
725c81c956b574df77fc0cbe0b9856e17ca88e2c,0,,,0,1,A Performance Comparison of Loss Functions,"Generally, the deep neural network learns by way of a loss function, which is an approach to evaluate how well given dataset is predicted on a particular network architecture (or network model). If the prediction deviates too far from real data, a loss function would generate a very large value. Progressively, with the help of some optimization function, the loss function lowers the prediction error by providing the network architecture with information that can control the weights of the network architecture. Thus, the loss functions plays an important role in training the network architecture.Recently, several researchers have studied various loss functions such as Softmax, Modified softmax, Angular softmax, Additive-Margin softmax, Arcface, Center, and Focal losses. In this manuscript, we propose a new and simple loss function that just adds the existing loss functions. In addition, we conduct experiments with the MNIST dataset in order to compare the performance between all loss functions including the proposed and the existing loss functions. Resultingly, the experiments show that the proposed loss function is visibly superior to the ability to classify digit images. The experimental results also indicate that Arcface loss and Additive-Margin loss functions satisfy predefined test accuracy most quickly under two and three dimensional embedding, respectively. The fast learning ability of the both loss functions has the advantage of providing relatively high accuracy even when the number of train data is small.",2019,2019 International Conference on Information and Communication Technology Convergence (ICTC),,10.1109/ictc46691.2019.8939902,
727d03100d4a8e12620acd7b1d1972bbee54f0e6,1,[D12],,1,0,von Mises-Fisher Mixture Model-based Deep learning: Application to Face Verification,"A number of pattern recognition tasks, \textit{e.g.}, face verification, can be boiled down to classification or clustering of unit length directional feature vectors whose distance can be simply computed by their angle. In this paper, we propose the von Mises-Fisher (vMF) mixture model as the theoretical foundation for an effective deep-learning of such directional features and derive a novel vMF Mixture Loss and its corresponding vMF deep features. The proposed vMF feature learning achieves the characteristics of discriminative learning, \textit{i.e.}, compacting the instances of the same class while increasing the distance of instances from different classes. Moreover, it subsumes a number of popular loss functions as well as an effective method in deep learning, namely normalization. We conduct extensive experiments on face verification using 4 different challenging face datasets, \textit{i.e.}, LFW, YouTube faces, CACD and IJB-A. Results show the effectiveness and excellent generalization ability of the proposed approach as it achieves state-of-the-art results on the LFW, YouTube faces and CACD datasets and competitive results on the IJB-A dataset.",2017,ArXiv,1706.04264,,https://arxiv.org/pdf/1706.04264.pdf
736968afc1b0312938d1298303cbadb04a58b700,1,[D9],,0,1,Occlusion-guided compact template learning for ensemble deep network-based pose-invariant face recognition,"Concatenation of the deep network representations extracted from different facial patches helps to improve face recognition performance. However, the concatenated facial template increases in size and contains redundant information. Previous solutions aim to reduce the dimensionality of the facial template without considering the occlusion pattern of the facial patches. In this paper, we propose an occlusion-guided compact template learning (OGCTL) approach that only uses the information from visible patches to construct the compact template. The compact face representation is not sensitive to the number of patches that are used to construct the facial template and is more suitable for incorporating the information from different view angles for image-set based face recognition. Instead of using occlusion masks in face matching (e.g., DPRFS [38]), the proposed method uses occlusion masks in template construction and achieves significantly better image-set based face verification performance on a challenging database with a template size that is an order-of-magnitude smaller than DPRFS.",2019,ArXiv,1903.04752,,https://arxiv.org/pdf/1903.04752.pdf
73e301ac549cce16e32553da96110e143d461142,0,,,0,1,Face representation by deep learning: a linear encoding in a parameter space?,"Recently, Convolutional Neural Networks (CNNs) have achieved tremendous performances on face recognition, and one popular perspective regarding CNNs' success is that CNNs could learn discriminative face representations from face images with complex image feature encoding. However, it is still unclear what is the intrinsic mechanism of face representation in CNNs. In this work, we investigate this problem by formulating face images as points in a shape-appearance parameter space, and our results demonstrate that: (i) The encoding and decoding of the neuron responses (representations) to face images in CNNs could be achieved under a linear model in the parameter space, in agreement with the recent discovery in primate IT face neurons, but different from the aforementioned perspective on CNNs' face representation with complex image feature encoding; (ii) The linear model for face encoding and decoding in the parameter space could achieve close or even better performances on face recognition and verification than state-of-the-art CNNs, which might provide new lights on the design strategies for face recognition systems; (iii) The neuron responses to face images in CNNs could not be adequately modelled by the axis model, a model recently proposed on face modelling in primate IT cortex. All these results might shed some lights on the often complained blackbox nature behind CNNs' tremendous performances on face recognition.",2019,ArXiv,1910.09768,,https://arxiv.org/pdf/1910.09768.pdf
73f38254a39b0dfa7447477100d580a766847d60,0,,,0,1,Helping Users Tackle Algorithmic Threats on Social Media: A Multimedia Research Agenda,"Participation on social media platforms has many benefits but also poses substantial threats. Users often face an unintended loss of privacy, are bombarded with mis-/disinformation, or are trapped in filter bubbles due to over-personalized content. These threats are further exacerbated by the rise of hidden AI-driven algorithms working behind the scenes to shape users' thoughts, attitudes, and behaviour. We investigate how multimedia researchers can help tackle these problems to level the playing field for social media users. We perform a comprehensive survey of algorithmic threats on social media and use it as a lens to set a challenging but important research agenda for effective and real-time user nudging. We further implement a conceptual prototype and evaluate it with experts to supplement our research agenda. This paper calls for solutions that combat the algorithmic threats on social media by utilizing machine learning and multimedia content analysis techniques but in a transparent manner and for the benefit of the users.",2020,ACM Multimedia,2009.07632,10.1145/3394171.3414692,https://arxiv.org/pdf/2009.07632.pdf
750486b2278ba542987655eede1b4da8c10f7f2e,1,[D10],,1,1,Softmax Dissection: Towards Understanding Intra- and Inter-clas Objective for Embedding Learning,"The softmax loss and its variants are widely used as objectives for embedding learning, especially in applications like face recognition. However, the intra- and inter-class objectives in the softmax loss are entangled, therefore a well-optimized inter-class objective leads to relaxation on the intra-class objective, and vice versa. In this paper, we propose to dissect the softmax loss into independent intra- and inter-class objective (D-Softmax). With D-Softmax as objective, we can have a clear understanding of both the intra- and inter-class objective, therefore it is straightforward to tune each part to the best state. Furthermore, we find the computation of the inter-class objective is redundant and propose two sampling-based variants of D-Softmax to reduce the computation cost. Training with regular-scale data, experiments in face verification show D-Softmax is favorably comparable to existing losses such as SphereFace and ArcFace. Training with massive-scale data, experiments show the fast variants of D-Softmax significantly accelerates the training process (such as 64x) with only a minor sacrifice in performance, outperforming existing acceleration methods of softmax in terms of both performance and efficiency.",2020,AAAI,1908.01281,10.1609/AAAI.V34I07.6729,https://arxiv.org/pdf/1908.01281.pdf
7522679b432649785f1355a7013d448b837a08c2,0,,,0,1,Facial Emotion Recognition using Neighborhood Features,"We present a new method for human facial emotions recognition. For this purpose, initially, we detect faces in the images by using the famous cascade classifiers. Subsequently, we then extract a localized regional descriptor (LRD) which represents the features of a face based on regional appearance encoding. The LRD formulates and models various spatial regional patterns based on the relationships between local areas themselves instead of considering only raw and unprocessed intensity features of an image. To classify facial emotions into various classes of facial emotions, we train a multiclass support vector machine (M-SVM) classifier which recognizes these emotions during the testing stage. Our proposed method takes into account robust features and is independent of gender and facial skin color for emotion recognition. Moreover, our method is illumination and orientation invariant. We assessed our method on two benchmark datasets and compared it with four reference methods. Our proposed method outperformed them considering both the datasets.",2020,,,10.14569/ijacsa.2020.0110137,https://pdfs.semanticscholar.org/7522/679b432649785f1355a7013d448b837a08c2.pdf
769b03fca1aeceafdd2cbfb82216c6e616f69c3d,0,,,0,1,Long-Term Face Tracking for Crowded Video-Surveillance Scenarios,"Most current multi-object trackers focus on short-term tracking, and are based on deep and complex systems that do not operate in real-time, often making them impractical for video-surveillance. In this paper, we present a long-term multi-face tracking architecture conceived for working in crowded contexts, particularly unconstrained in terms of movement and occlusions, and where the face is often the only visible part of the person. Our system benefits from advances in the fields of face detection and face recognition to achieve long-term tracking. It follows a tracking-by-detection approach, combining a fast short-term visual tracker with a novel online tracklet reconnection strategy grounded on face verification. Additionally, a correction module is included to correct past track assignments with no extra computational cost. We present a series of experiments introducing novel, specialized metrics for the evaluation of long-term tracking capabilities and a video dataset that we publicly release. Findings demonstrate that, in this context, our approach allows to obtain up to 50% longer tracks than state-of-the-art deep learning trackers.",2020,ArXiv,2010.08675,,https://arxiv.org/pdf/2010.08675.pdf
76cd5e43df44e389483f23cb578a9015d1483d70,1,[M5],,1,0,Face Verification from Depth using Privileged Information,"In this paper, a deep Siamese architecture for depth-based face verification is presented. The proposed approach efficiently verifies if two face images belong to the same person while handling a great variety of head poses and occlusions. The architecture, namely JanusNet, consists in a combination of a depth, a RGB and a hybrid Siamese network. During the training phase, the hybrid network learns to extract complementary mid-level convolutional features which mimic the features of the RGB network, simultaneously leveraging on the light invariance of depth images. At testing time, the model, relying only on depth data, achieves state-of-art results and real time performance, despite the lack of deep-oriented depth-based datasets.",2018,BMVC,,,http://bmvc2018.org/contents/papers/0410.pdf
77d2963441c35514fcc10465b46025cc94797a76,0,,,0,1,Asymmetric metric learning for knowledge transfer,"Knowledge transfer from large teacher models to smaller student models has recently been studied for metric learning, focusing on fine-grained classification. In this work, focusing on instance-level image retrieval, we study an asymmetric testing task, where the database is represented by the teacher and queries by the student. Inspired by this task, we introduce asymmetric metric learning, a novel paradigm of using asymmetric representations at training. This acts as a simple combination of knowledge transfer with the original metric learning task.  We systematically evaluate different teacher and student models, metric learning and knowledge transfer loss functions on the new asymmetric testing as well as the standard symmetric testing task, where database and queries are represented by the same model. We find that plain regression is surprisingly effective compared to more complex knowledge transfer mechanisms, working best in asymmetric testing. Interestingly, our asymmetric metric learning approach works best in symmetric testing, allowing the student to even outperform the teacher.",2020,ArXiv,2006.16331,,https://arxiv.org/pdf/2006.16331.pdf
7b0ca99b4109f715aab8203cbed7283805e5851d,1,[M3],,1,1,Incremental Learning from Low-labelled Stream Data in Open-Set Video Face Recognition,"Deep Learning approaches have brought solutions, with impressive performance, to general classification problems where wealthy of annotated data are provided for training. In contrast, less progress has been made in continual learning of a set of non-stationary classes, mainly when applied to unsupervised problems with streaming data. Here, we propose a novel incremental learning approach which combines a deep features encoder with an Open-Set Dynamic Ensembles of SVM, to tackle the problem of identifying individuals of interest (IoI) from streaming face data. From a simple weak classifier trained on a few video-frames, our method can use unsupervised operational data to enhance recognition. Our approach adapts to new patterns avoiding catastrophic forgetting and partially heals itself from miss-adaptation. Besides, to better comply with real world conditions, the system was designed to operate in an open-set setting. Results show a benefit of up to 15% F1-score increase respect to non-adaptive state-of-theart methods.",2020,,2012.09571,,https://arxiv.org/pdf/2012.09571.pdf
7b0ed3d67375a4542133c992f4e55fd4ade0cd90,1,[D9],,0,1,Knowledge Distillation via Route Constrained Optimization,"Distillation-based learning boosts the performance of the miniaturized neural network based on the hypothesis that the representation of a teacher model can be used as structured and relatively weak supervision, and thus would be easily learned by a miniaturized model. However, we find that the representation of a converged heavy model is still a strong constraint for training a small student model, which leads to a higher lower bound of congruence loss. In this work, we consider the knowledge distillation from the perspective of curriculum learning by teacher's routing. Instead of supervising the student model with a converged teacher model, we supervised it with some anchor points selected from the route in parameter space that the teacher model passed by, as we called route constrained optimization (RCO). We experimentally demonstrate this simple operation greatly reduces the lower bound of congruence loss for knowledge distillation, hint and mimicking learning. On close-set classification tasks like CIFAR and ImageNet, RCO improves knowledge distillation by 2.14% and 1.5% respectively. For the sake of evaluating the generalization, we also test RCO on the open-set face recognition task MegaFace. RCO achieves 84.3% accuracy on one-to-million task with only 0.8 M parameters, which push the SOTA by a large margin.",2019,2019 IEEE/CVF International Conference on Computer Vision (ICCV),1904.09149,10.1109/ICCV.2019.00143,https://arxiv.org/pdf/1904.09149.pdf
7c9ef04c66bfc5c0ae4a6ae175a3f13414db8ecb,0,,,1,1,SISTEMA PARA EL RECONOCIMIENTO DE PERSONAS POR UN ROBOT MÓVIL ASISTENTE PEOPLE RECOGNITION SYSTEM FOR AN ASSISTIVE MOBILE ROBOT,"Human-Robot interaction is increasingly relevant to the field of robotics, as mobile robots are used in education, health care, or assisting humans in everyday tasks. In these applications, providing a personalized service is paramount to reach a satisfactory end-user experience. A required feature to yield such a service is to be able to recognize which person the robot has to interact with. To address that issue, this Bachelor’s thesis explores face recognition: a nonintrusive, autonomous approach of identification using biometric identifiers from an user’s face. Face recognition has gained relevancy in the recent years and can be used reliably in certain applications, as the advances in machine learning and the creation of huge public datasets have improved state-of-the-art performance considerably. In this way, the purpose of this work is to adapt and integrate a modern face recognition pipeline in the Robot Operating System (ROS), the most popular robotic software architecture, for its use in home environments by service robots. To accomplish this task, a number of open-source implementations for face detection and deep feature extraction have been considered, two of the main components of a face recognition pipeline. Additionally, a pose estimation method named OpenPose has been employed for the task of face detection, given that it has other useful features that can be applied to human-robot interaction, for example, approaching humans safely, or recognizing non-verbal behavior. These methods have been compared in terms of accuracy and performance in common benchmark datasets to aid the choice of the final implementation, which has been integrated in the ROS ecosystem.",2019,,,,https://pdfs.semanticscholar.org/7c9e/f04c66bfc5c0ae4a6ae175a3f13414db8ecb.pdf
7fa4e972da46735971aad52413d17c4014c49e6e,1,[D9],,1,0,How to Train Triplet Networks with 100K Identities?,"Training triplet networks with large-scale data is challenging in face recognition. Due to the number of possible triplets explodes with the number of samples, previous studies adopt the online hard negative mining(OHNM) to handle it. However, as the number of identities becomes extremely large, the training will suffer from bad local minima because effective hard triplets are difficult to be found. To solve the problem, in this paper, we propose training triplet networks with subspace learning, which splits the space of all identities into subspaces consisting of only similar identities. Combined with the batch OHNM, hard triplets can be found much easier. Experiments on the large-scale MS-Celeb-1M challenge with 100 K identities demonstrate that the proposed method can largely improve the performance. In addition, to deal with heavy noise and large-scale retrieval, we also make some efforts on robust noise removing and efficient image retrieval, which are used jointly with the subspace learning to obtain the state-of-the-art performance on the MS-Celeb-1M competition (without external data in Challenge1).",2017,2017 IEEE International Conference on Computer Vision Workshops (ICCVW),1709.0294,10.1109/ICCVW.2017.225,https://arxiv.org/pdf/1709.02940.pdf
801639c024a46149bddb74398f1c3d57661a95b9,1,[D9],,1,0,Faithful Face Image Completion for HMD Occlusion Removal,"Head-mounted-displays (HMDs) provide immersive experiences of virtual content. While being flexible, HMDs could be a hindrance for Virtual Reality (VR) applications such as VR teleconference where facial components and expressions of the user are partially occluded thus cannot be seen by others. We present an automatic face image completion solution that treats the occluded region as a hole and completes the hole with the help of an occlusion-free reference image of the same person. Given the occluded input image and an occlusion-free reference image, our method first computes head pose features from estimated facial landmarks. The head pose features, as well as images, are then fed into a generative adversarial network (GAN) to synthesize the output image. Our method can generate faithful results from various input cases and outperforms other face completion methods. It provides a light-weighted solution to HMD occlusion removal and has the potential to benefit VR applications.",2019,2019 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct),,10.1109/ISMAR-Adjunct.2019.00-36,
81e028b9ef5e6e6a1c6661fdd9120a2d955bd239,1,[D10],,1,1,DebFace: De-biasing Face Recognition,"We address the problem of bias in automated face recognition algorithms, where errors are consistently lower on certain cohorts belonging to specific demographic groups. We present a novel de-biasing adversarial network that learns to extract disentangled feature representations for both unbiased face recognition and demographics estimation. The proposed network consists of one identity classifier and three demographic classifiers (for gender, age, and race) that are trained to distinguish identity and demographic attributes, respectively. Adversarial learning is adopted to minimize correlation among feature factors so as to abate bias influence from other factors. We also design a new scheme to combine demographics with identity features to strengthen robustness of face representation in different demographic groups. The experimental results show that our approach is able to reduce bias in face recognition as well as demographics estimation while achieving state-of-the-art performance.",2019,ArXiv,1911.0808,,http://cvlab.cse.msu.edu/pdfs/Gong_Liu_Jain_arxiv2019.pdf
8239255ebe5a346c8fc7732f32c1fa7e88b62050,0,,,0,1,Outlier-Robust Neural Aggregation Network for Video Face Identification,"Current approaches for video face recognition rely on image sets containing faces of exclusively one identity. However, as image sets are created by unsupervised methods, it is necessary to consider outlier-afflicted sets for real-life applications. In this paper, we propose an Outlier-Robust Neural Aggregation Network (ORNAN). First, we embed each image into a feature space using a Convolutional Neural Network (CNN). With the help of two cascaded attention blocks, we predict outliers within the image set. By integrating this knowledge into our aggregation network, we adaptively aggregate all feature vectors to form a single feature, mitigating the influence of outliers and noisy features. We show that our network is robust against outliers using outlier-afflicted IJB-B and IJB-C benchmarks while maintaining similar performance without outliers.",2019,2019 IEEE International Conference on Image Processing (ICIP),,10.1109/ICIP.2019.8803028,
838e7b46185e72c43dda1ceb2d5f1a0154542c16,0,,,1,0,An Ethical Highlighter for People-Centric Dataset Creation,"Important ethical concerns arising from computer vision datasets of people have been receiving significant attention, and a number of datasets have been withdrawn as a result. To meet the academic need for people-centric datasets, we propose an analytical framework to guide ethical evaluation of existing datasets and to serve future dataset creators in avoiding missteps. Our work is informed by a review and analysis of prior works and highlights where such ethical challenges arise.",2020,ArXiv,2011.13583,,https://arxiv.org/pdf/2011.13583.pdf
846cc70e137dd6e090f58d1fedac8677a6ec609b,1,[D10],,1,1,Discrimination-aware Network Pruning for Deep Model Compression,"We study network pruning which aims to remove redundant channels/kernels and hence speed up the inference of deep networks. Existing pruning methods either train from scratch with sparsity constraints or minimize the reconstruction error between the feature maps of the pre-trained models and the compressed ones. Both strategies suffer from some limitations: the former kind is computationally expensive and difficult to converge, while the latter kind optimizes the reconstruction error but ignores the discriminative power of channels. In this paper, we propose a simple-yet-effective method called discrimination-aware channel pruning (DCP) to choose the channels that actually contribute to the discriminative power. Note that a channel often consists of a set of kernels. Besides the redundancy in channels, some kernels in a channel may also be redundant and fail to contribute to the discriminative power of the network, resulting in kernel level redundancy. To solve this, we propose a discrimination-aware kernel pruning (DKP) method to further compress deep networks by removing redundant kernels. To prevent DCP/DKP from selecting redundant channels/kernels, we propose a new adaptive stopping condition, which helps to automatically determine the number of selected channels/kernels and often results in more compact models with better performance. Extensive experiments on both image classification and face recognition demonstrate the effectiveness of our methods. For example, on ILSVRC-12, the resultant ResNet-50 model with 30% reduction of channels even outperforms the baseline model by 0.36% in terms of Top-1 accuracy. The pruned MobileNetV1 and MobileNetV2 achieve 1.93x and 1.42x inference acceleration on a mobile device, respectively, with negligible performance degradation. The source code and the pre-trained models are available at this https URL.",2020,ArXiv,2001.0105,,https://arxiv.org/pdf/2001.01050.pdf
